,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.55,0,1.21,0.57,Compound,None,,,38,4.45,0,1.08,0.23,Compound,None,,,65,3.44,0,1.13,0.18,Artifact,Weak,,,92,2.5,56.3,1.33,919.93,Solvent,None,,,119,1.09,0,1.74,0.32,Impurity,Weak,,
12,6.53,0.1,1.94,1.82,Compound,None,,,39,4.44,0,1.33,0.61,Compound,None,,,66,3.42,0,3.43,0.9,Artifact,Weak,,,93,2.49,22.6,1.24,310.52,Solvent,None,,,120,1.07,0,1.21,0.23,Impurity,None,,
13,6.52,0.4,1.37,5.67,Compound,None,,,40,4.42,0,1.62,0.8,Compound,None,,,67,3.4,0,2.24,0.48,Artifact,Weak,,,94,2.34,0.1,1.4,2.56,Solvent,Weak + C13_Sat,,,121,1.05,0,0.73,0.11,Impurity,Weak,,
14,6.2,0,2.39,0.84,Compound,None,,,41,4.37,0,0.98,0.18,Impurity,Weak,,,68,3.23,0,0.76,0.11,Artifact,Weak,,,95,2.33,0.3,1.25,5.49,Solvent,Weak + C13_Sat,,,122,1.02,0,3.38,0.62,Compound,None,,
15,6.18,0,1.85,0.58,Compound,None,,,42,4.36,0,1.67,0.48,Compound,None,,,69,3.21,0,1.27,0.13,Artifact,Weak,,,96,2.33,0.5,1.36,9.36,Solvent,Weak + C13_Sat,,,123,0.99,0,0.84,0.21,Impurity,None,,
16,5.41,0,4.22,0.74,Compound,None,,,43,4.34,0,4.12,2,Compound,None,,,70,3.16,0,1.28,0.2,Artifact,Weak,,,97,2.32,0.3,1.26,5.08,Solvent,Weak + C13_Sat,,,124,0.97,0,0.48,0.03,Artifact,Weak,,
17,5.01,0,2.36,0.25,Artifact,Weak,,,44,4.33,0,2.63,1.52,Compound,None,,,71,3.13,0.1,2.07,1.87,Compound,None,,,98,2.32,0.1,1.2,1.75,Solvent,Weak + C13_Sat,,,125,0.9,0,0.78,0.09,Artifact,Weak,,
18,4.96,0,0.81,0.08,Artifact,Weak,,,45,4.32,0,2,0.5,Compound,None,,,72,3.11,0,4.39,1.95,Compound,None,,,99,2.29,0,0.86,0.1,Artifact,Weak,,,126,0.87,0,1.32,0.34,Compound,None,,
19,4.92,0,1.45,0.15,Artifact,Weak,,,46,4.28,0,1.7,0.34,Compound,None,,,73,3.1,0,5.35,2.07,Compound,None,,,100,2.23,0,2.84,0.43,Impurity,Weak,,,127,0.85,0,3.61,2.36,Compound,None,,
20,4.91,0,2.81,0.85,Compound,None,,,47,4.26,0,3.1,0.78,Compound,None,,,74,3.07,0,2.53,0.23,Impurity,Weak,,,101,2.22,0,2.08,0.41,Impurity,None,,,128,0.84,0,7.43,3.18,Compound,None,,
21,4.9,0,2.34,1,Compound,None,,,48,4.25,0,2.39,0.6,Compound,None,,,75,3.06,0,2.44,0.54,Compound,None,,,102,2.19,0,2.86,0.32,Compound,None,,,129,0.82,0,17.44,7.21,Compound,None,,
22,4.89,0,1.79,0.46,Compound,None,,,49,4.2,0,0.67,0.05,Artifact,Weak,,,76,3.04,0,7.37,3.3,Compound,None,,,103,2.18,0,4.41,0.6,Compound,None,,,130,0.07,0,1.65,0.35,CS Reference,None,,
23,4.88,0,2.24,1.22,Compound,None,,,50,4.03,0,4.33,0.58,Compound,None,,,77,3.03,0,2.2,0.46,Compound,None,,,104,2.09,0,1.24,0.08,Artifact,Weak,,,131,-0.61,0,0.6,0.05,Artifact,Weak,,
24,4.87,0.1,2.2,1.38,Compound,None,,,51,3.92,0,0.63,0.05,Artifact,Weak,,,78,3,0,4.52,0.59,Compound,None,,,105,2.08,0,0.7,0.14,Impurity,Weak,,,132,-1.61,0,1.31,0.12,Artifact,Weak,,
25,4.82,0.1,2.89,1.99,Compound,None,,,52,3.67,0,1.29,0.26,Compound,None,,,79,2.9,0,0.68,0.08,Impurity,Weak,,,106,1.96,0,0.55,0.05,Artifact,Weak,,,133,-2.49,0,0.71,0.06,Artifact,Weak,,
26,4.81,0.1,2.42,1.44,Compound,None,,,53,3.66,0,9.73,1.41,Compound,None,,,80,2.88,0,17.93,3.27,Compound,None,,,107,1.9,0.1,1.11,1.69,Compound,None,,,134,-2.68,0,0.5,0.05,Artifact,Weak,,
27,4.76,0.1,2.64,2.05,Compound,None,,,54,3.64,0,8.06,2.1,Compound,None,,,81,2.71,0,0.56,0.04,Artifact,Weak,,,108,1.83,0,13.06,1.46,Artifact,Weak,,,135,-2.81,0,0.49,0.05,Artifact,Weak,,
