,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.2,0,3.83,1.66,Compound,None,,,38,4.28,0,2.83,0.49,Compound,None,,,65,3.44,0,2.81,1.28,Artifact,Weak,,,92,2.86,0,2.11,0.2,Artifact,Weak,,,119,2.12,0,7.46,3.41,Compound,None,,,146,1.04,0.1,2.99,2.44,Compound,None,,
12,6.19,0,3.59,1.29,Compound,None,,,39,4.26,0,4.89,2.3,Compound,None,,,66,3.4,0.3,49.75,204.97,Artifact,Weak,,,93,2.8,0,2.8,0.29,Artifact,Weak,,,120,2.09,0.1,1.89,1.36,Compound,None,,,147,1.04,0,1.98,0.7,Compound,None,,
13,6.01,0,1.42,0.18,Impurity,Weak,,,40,4.25,0,2.46,0.71,Compound,None,,,67,3.38,0.2,11.2,33.22,Artifact,Weak,,,94,2.75,0,0.94,0.09,Artifact,Weak,,,121,2.08,0,0.91,0.14,Impurity,Weak,,,148,1.03,0.1,3.76,3.27,Compound,None,,
14,5.78,0,2.5,0.26,Artifact,Weak,,,41,4.14,0,6.75,0.86,Compound,None,,,68,3.26,0.3,135.08,385.73,Artifact,Weak,,,95,2.68,0.1,1.28,2.1,Solvent,Weak + C13_Sat,,,122,2.06,0,6.41,3.93,Compound,None,,,149,1.02,0,1.67,0.43,Compound,None,,
15,5.45,0,1.01,0.09,Artifact,Weak,,,42,4.13,0,3.34,0.33,Artifact,Weak,,,69,3.26,0,2.08,1.05,Artifact,Weak,,,96,2.67,0.3,1.54,6.58,Solvent,Weak + C13_Sat,,,123,2.06,0,1.11,0.1,Impurity,Weak,,,150,1.01,0,0.61,0.06,Artifact,Weak,,
16,5.39,0,49.01,6.35,Compound,None,,,43,4.01,0,1.28,0.17,Impurity,Weak,,,70,3.25,0,2.31,1.07,Artifact,Weak,,,97,2.67,0.5,1.54,9.5,Solvent,Weak + C13_Sat,,,124,1.96,0,1.82,0.2,Impurity,Weak,,,151,1.01,0,2.77,0.32,Impurity,Weak,,
17,5.11,0,5.17,1.86,Compound,None,,,44,3.74,0,1.54,0.12,Artifact,Weak,,,71,3.24,0.1,6.75,7.83,Artifact,Weak,,,98,2.66,0.3,1.32,4.84,Solvent,Weak + C13_Sat,,,125,1.87,0.3,7.81,27.69,Compound,None,,,152,1,0,1.26,0.56,Impurity,None,,
18,5.1,0,1.34,0.2,Compound,Weak,,,45,3.67,0.1,3.27,4.02,Compound,None,,,72,3.23,0.1,2.3,1.95,Artifact,Weak,,,99,2.66,0.1,1.26,1.87,Solvent,Weak + C13_Sat,,,126,1.84,0,0.71,0.07,Artifact,Weak,,,153,0.98,0,1.08,0.54,Impurity,None,,
19,4.91,0,6.78,4.14,Compound,None,,,46,3.66,0.1,2.42,2.01,Compound,None,,,73,3.22,0,2.08,0.86,Artifact,Weak,,,100,2.57,0.1,44.18,41.59,Artifact,Weak,,,127,1.83,0,0.62,0.08,Impurity,Weak,,,154,0.9,0,0.8,0.1,Artifact,Weak,,
20,4.9,0.1,2.95,2.04,Compound,None,,,47,3.66,0.1,2.13,2.1,Compound,None,,,74,3.22,0,4.01,2.09,Artifact,Weak,,,101,2.56,0,1.41,0.93,Artifact,Weak,,,128,1.82,0,3.25,1.37,Compound,None,,,155,0.87,0,3.83,1.42,Compound,None,,
21,4.89,0,2.95,1.41,Impurity,None,,,48,3.65,0.1,2.67,2.81,Compound,None,,,75,3.21,0,3.04,0.7,Artifact,Weak,,,102,2.56,0.2,22.34,55.84,Artifact,Weak,,,129,1.81,0,0.41,0.03,Artifact,Weak,,,156,0.87,0,2.86,1.01,Compound,None,,
22,4.88,0.4,2.08,10.44,Compound,None,,,49,3.64,0.1,3.23,3.23,Compound,None,,,76,3.16,0,4.41,2.49,Artifact,Weak,,,103,2.54,0.6,11.22,86.76,Compound,None,,,130,1.81,0,1.26,0.19,Compound,None,,,157,0.86,0,2.54,0.72,Compound,None,,
23,4.87,0.4,2.04,9.55,Compound,None,,,50,3.64,0.1,2.78,3.1,Compound,None,,,77,3.15,0,2.34,1.01,Artifact,Weak,,,104,2.52,1.2,6.56,100.8,Solvent,None,,,131,1.77,0,3.35,1.24,Compound,None,,,158,0.86,0,3.34,1.75,Compound,None,,
24,4.83,0.1,6.43,6.26,Compound,None,,,51,3.63,0.1,2.91,3.55,Compound,None,,,78,3.14,0.1,4.1,4.4,Artifact,Weak,,,105,2.52,0.5,1.79,9.88,Solvent,Weak,,,132,1.75,0,1.47,0.63,Compound,None,,,159,0.85,0.1,2.25,2.3,Compound,None,,
25,4.82,0,4.59,3.06,Compound,None,,,52,3.62,0.1,1.98,1.54,Compound,None,,,79,3.13,0.2,3.61,8.41,Artifact,Weak,,,106,2.51,23.6,1.34,403.64,Solvent,None,,,133,1.48,0,22.57,4.02,Compound,None,,,160,0.84,0,6.88,4.08,Compound,None,,
26,4.77,0.2,7.21,18.54,Compound,None,,,53,3.59,0.1,125.68,206.57,Compound,None,,,80,3.13,0,2.55,1.66,Artifact,Weak,,,107,2.5,59.3,1.64,1301.01,Solvent,None,,,134,1.3,0,0.95,0.09,Artifact,Weak,,,161,0.83,0,2.39,0.4,Compound,None,,
27,4.75,0.2,8.03,25.07,Compound,None,,,54,3.58,0.1,4.26,4.96,Compound,None,,,81,3.11,0,2.44,0.7,Artifact,Weak,,,108,2.5,83.2,1.41,1481.39,Solvent,None,,,135,1.28,0,0.75,0.15,Impurity,None,,,162,0.07,0,1.31,0.19,Impurity,None,,
