,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
15,5.17,0,0.9,0.13,Artifact,Weak,,,42,4.28,0,1.53,0.38,Compound,None,,,69,3.25,0,1.41,0.3,Artifact,Weak,,,96,2.5,49,1.79,1083.12,Solvent,None,,,123,1.11,0.1,49.06,49.6,Compound,None,,
16,5.1,0,16.72,6.74,Compound,None,,,43,4.26,0.1,2.97,1.89,Compound,None,,,70,3.23,0,2.44,0.68,Artifact,Weak,,,97,2.49,19.9,1.6,376.48,Solvent,None,,,124,1.09,0,1.22,0.45,Compound,None,,
17,4.91,0,8.13,5.64,Compound,None,,,44,4.25,0,2.16,0.71,Compound,None,,,71,3.16,0,0.97,0.19,Artifact,Weak,,,98,2.34,0.1,2.03,3.71,Solvent,Weak + C13_Sat,,,125,1.07,0,1.66,0.41,Impurity,None,,
18,4.9,0.1,2.71,1.91,Compound,None,,,45,4.13,0.1,3.36,4.15,Compound,None,,,72,3.15,0,0.84,0.2,Artifact,Weak,,,99,2.33,0.3,1.92,7.65,Solvent,Weak + C13_Sat,,,126,1,0,0.97,0.15,Impurity,Weak,,
19,4.89,0,2.15,0.89,Impurity,None,,,46,4.11,0.1,2.93,3.37,Compound,None,,,73,3.13,0.1,5.59,8.38,Compound,None,,,100,2.33,0.4,1.8,9.62,Solvent,Weak + C13_Sat,,,127,0.99,0,1.25,0.17,Artifact,Weak,,
20,4.88,0.1,2.77,3.78,Compound,None,,,47,3.8,0,2.28,0.43,Impurity,Weak,,,74,3.11,0.2,3.92,8.67,Compound,None,,,101,2.32,0.3,1.82,6.58,Solvent,Weak + C13_Sat,,,128,0.87,0,20.32,14.22,Compound,None,,
21,4.87,0.1,2.56,3.18,Compound,None,,,48,3.74,0,6.01,0.64,Artifact,Weak,,,75,3.08,0,1.26,0.29,Artifact,Weak,,,102,2.32,0.1,1.5,1.72,Solvent,Weak + C13_Sat,,,129,0.85,0,3.55,1.99,Compound,None,,
22,4.82,0.2,4.3,8.33,Compound,None,,,49,3.66,0,2.37,0.27,Artifact,Weak,,,76,3.06,0,2.07,0.8,Compound,None,,,103,2.27,0,0.99,0.11,Artifact,Weak,,,130,0.84,0,1.54,0.23,Artifact,Weak,,
23,4.81,0.1,3.7,6.12,Compound,None,,,50,3.63,0,2.51,0.69,Impurity,None,,,77,3.05,0,2.1,0.83,Compound,None,,,104,2.26,0,1.64,0.35,Impurity,Weak,,,131,0.83,0.1,20.13,17.49,Compound,None,,
24,4.76,0.1,4.73,9.48,Compound,None,,,51,3.61,0,0.87,0.12,Artifact,Weak,,,78,3.04,0.1,2.86,1.98,Compound,None,,,105,2.22,0,8.29,1.66,Compound,None,,,132,0.07,0,2.12,0.54,Impurity,None,,
25,4.74,0.2,6.05,14.46,Compound,None,,,52,3.58,0,3.6,2.29,Compound,None,,,79,3.03,0,2.76,1.2,Compound,None,,,106,2.2,0,3.23,0.81,Compound,None,,,,,,,,,,,
26,4.73,0.1,2.12,1.64,Impurity,None,,,53,3.57,0.1,3,2.28,Compound,None,,,80,3.01,0,2.51,0.36,Compound,Weak,,,107,2.18,0,3.14,1.01,Compound,None,,,,,,,,,,,
27,4.61,0.1,4.03,3.12,Compound,None,,,54,3.56,0,2.85,1.59,Compound,None,,,81,2.91,0,1.75,0.56,Compound,None,,,108,2.16,0,2.83,0.28,Artifact,Weak,,,,,,,,,,,
