,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
16,5.78,0,0.77,0.07,Impurity,Weak,,,42,2.67,0.5,1.34,8.68,Solvent,Weak + C13_Sat,,,68,2.08,0,1.46,0.12,Impurity,Weak,,,94,1.09,0,3.79,0.65,Compound,None,,,120,0.06,0,3.46,1.63,Compound,None,,
17,5.45,0.1,0.95,0.83,Compound,None,,,43,2.66,0.3,1.39,5.89,Solvent,Weak + C13_Sat,,,69,2.07,0,0.65,0.06,Artifact,Weak,,,95,1.04,0,1.65,0.28,Impurity,None,,,121,0.05,0,2.22,1.02,Compound,None,,
18,5.43,0.1,0.96,0.96,Compound,None,,,44,2.66,0.1,1.2,1.73,Solvent,Weak + C13_Sat,,,70,2.06,0,2.81,0.6,Impurity,None,,,96,1.03,0,1.35,0.13,Artifact,Weak,,,122,-0.01,0,4.72,1.87,CS Reference,Weak,,
19,5.19,0,1.22,0.11,Artifact,Weak,,,45,2.56,0.2,32.97,57.84,Artifact,Weak,,,71,2.01,0,1.56,0.19,Impurity,Weak,,,97,1.01,0,7.77,3.02,Compound,None,,,123,-0.01,0,0.69,0.06,CS Reference,Weak,,
20,4.86,0,251.56,162.84,Compound,None,,,46,2.52,0.3,1.02,3.77,Solvent,Weak,,,72,1.89,0,6.2,0.5,Compound,None,,,98,1,0,1.53,0.15,Compound,Weak,,,124,-0.02,0.3,0.97,3.6,CS Reference,None,,
21,3.99,0,1.46,0.15,Impurity,Weak,,,47,2.52,0.2,0.69,2.01,Solvent,Weak,,,73,1.88,0.1,1.78,2.38,Compound,None,,,99,0.99,0,1.1,0.27,Impurity,None,,,125,-0.03,7.7,1.02,92.77,CS Reference,None,,
22,3.98,0,1.59,0.11,Artifact,Weak,,,48,2.51,22.4,1.14,307.17,Solvent,None,,,74,1.88,0,0.76,0.17,Compound,None,,,100,0.98,0,0.98,0.06,Artifact,Weak,,,126,-0.04,0.2,0.78,2.4,CS Reference,None,,
23,3.92,0,1.7,0.28,Impurity,None,,,49,2.5,61.4,1.57,1287.73,Solvent,None,,,75,1.85,0,63.05,23.85,Compound,None,,,101,0.97,0,2.77,0.45,Impurity,None,,,127,-0.18,0,1.12,0.55,CS Reference,Weak + C13_Sat,,
24,3.91,0,1.46,0.17,Impurity,Weak,,,50,2.5,82.5,1.29,1323.9,Solvent,None,,,76,1.84,0,0.9,0.11,Impurity,Weak,,,102,0.95,0,1.22,0.12,Impurity,Weak,,,,,,,,,,,
25,3.9,0,1.97,0.54,Impurity,None,,,51,2.5,57.8,1.36,989.41,Solvent,None,,,77,1.83,0,0.74,0.11,Impurity,Weak,,,103,0.9,0,1.04,0.15,Impurity,None,,,,,,,,,,,
26,3.82,0,1.56,0.2,Artifact,Weak,,,52,2.49,23.4,1.2,330.66,Solvent,None,,,78,1.81,0,2.63,0.62,Impurity,None,,,104,0.89,0,2.13,0.37,Compound,None,,,,,,,,,,,
