,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.55,0.1,5.94,7.38,Compound,None,,,39,3.94,0,4.61,0.83,Impurity,None,,,67,3.25,0.1,7.07,11.21,Artifact,Weak,,,95,2.68,0.1,1.31,1.45,Solvent,Weak + C13_Sat,,,123,1.9,0.1,4.41,3.25,Compound,None,,,151,1.01,0,2.74,1.08,Compound,None,,
12,6.2,0.1,4.16,4.57,Compound,None,,,40,3.92,0,2.52,0.26,Artifact,Weak,,,68,3.24,0.1,14.06,25.33,Artifact,Weak,,,96,2.67,0.3,1.92,7.07,Solvent,Weak + C13_Sat,,,124,1.87,0,2.24,0.43,Impurity,Weak,,,152,1,0,1.91,0.6,Compound,None,,
13,6.19,0.1,3.66,4.16,Compound,None,,,41,3.79,0,4.99,1.29,Impurity,None,,,69,3.22,0,2.05,0.33,Artifact,Weak,,,97,2.67,0.4,1.69,9.27,Solvent,Weak + C13_Sat,,,125,1.84,0,4.67,2.2,Compound,None,,,153,1,0.1,2.3,3.37,Compound,None,,
14,6.16,0,2.2,0.2,Artifact,Weak,,,42,3.76,0,4.74,0.79,Impurity,Weak,,,70,3.22,0,4.98,2.57,Artifact,Weak,,,98,2.66,0.3,1.56,5.5,Solvent,Weak + C13_Sat,,,126,1.82,0,4.79,2.22,Compound,None,,,154,0.98,0.1,1.95,2.44,Compound,None,,
15,6.15,0,0.63,0.06,Artifact,Weak,,,43,3.7,0,0.91,0.05,Artifact,Weak,,,71,3.2,0,5.63,1.4,Artifact,Weak,,,99,2.66,0.1,1.36,1.77,Solvent,Weak + C13_Sat,,,127,1.77,0,2.95,1.41,Impurity,None,,,155,0.9,0,1.9,0.3,Impurity,Weak,,
16,6.02,0,4.38,0.38,Artifact,Weak,,,44,3.67,0,6.61,2.75,Artifact,Weak,,,72,3.17,0.1,116.41,127.48,Artifact,Weak,,,100,2.56,0.1,1.32,0.9,Artifact,Weak,,,128,1.75,0.1,1.48,0.93,Impurity,None,,,156,0.89,0,2.45,0.41,Compound,Weak,,
17,5.64,0,1.31,0.16,Impurity,Weak,,,45,3.66,0,4.1,1.97,Artifact,Weak,,,73,3.16,0,1.17,0.14,Artifact,Weak,,,101,2.55,0.1,17.62,21.28,Artifact,Weak,,,129,1.72,0,1.52,0.18,Impurity,Weak,,,157,0.86,0.1,18.01,30.87,Compound,None,,
18,5.45,0,0.83,0.1,Impurity,Weak,,,46,3.64,0,7,2.68,Artifact,Weak,,,74,3.13,0,3.68,1.5,Artifact,Weak,,,102,2.53,0.2,9.88,18.25,Artifact,Weak,,,130,1.33,0,2,0.19,Artifact,Weak,,,158,0.85,0.1,3.9,2.78,Compound,None,,
19,4.91,0.1,2.76,2.1,Compound,None,,,47,3.63,0.1,4.51,3.21,Artifact,Weak,,,75,3.11,0.2,4.03,9.94,Artifact,Weak,,,103,2.52,0.3,1.38,4.8,Artifact,Weak,,,131,1.29,0,2.04,0.3,Impurity,Weak,,,159,0.83,0,6.08,3.81,Compound,None,,
20,4.9,0.2,4.24,9.48,Compound,None,,,48,3.61,0,3.06,0.44,Artifact,Weak,,,76,3.1,0.1,3.97,2.66,Artifact,Weak,,,104,2.51,21.1,1.44,380.48,Solvent,None,,,132,1.28,0,1.7,0.3,Impurity,Weak,,,160,0.8,0,1.57,0.19,Impurity,Weak,,
21,4.89,0.1,2.62,2.19,Compound,None,,,49,3.59,0.2,46.76,132.84,Artifact,Weak,,,77,3.09,0,3.9,1.93,Artifact,Weak,,,105,2.5,52.8,1.79,1239.41,Solvent,None,,,133,1.26,0.2,62.49,142.13,Compound,None,,,161,0.08,0,1.99,0.28,Impurity,Weak,,
22,4.88,0,3.12,1.57,Compound,None,,,50,3.57,0,1.4,0.11,Artifact,Weak,,,78,3.08,0,2.42,0.83,Artifact,Weak,,,106,2.5,83,1.75,1933.19,Solvent,None,,,134,1.25,0.1,12.59,14.7,Compound,None,,,162,0.07,0,2.8,0.57,Impurity,None,,
23,4.87,0,2.91,1.52,Compound,None,,,51,3.56,0.1,3.96,3.67,Artifact,Weak,,,79,3.06,0,1.68,0.39,Artifact,Weak,,,107,2.5,50.1,1.54,937.47,Solvent,None,,,135,1.23,0.3,4.24,17.24,Compound,None,,,163,-0.01,0,1.32,0.16,Impurity,Weak,,
24,4.85,0.2,31.79,76.43,Compound,None,,,52,3.55,0,6.01,3.36,Artifact,Weak,,,80,3.06,0,2.35,1.18,Artifact,Weak,,,108,2.49,20,1.35,296.6,Solvent,None,,,136,1.17,0,0.83,0.07,Artifact,Weak,,,164,-0.07,0,1.63,0.48,CS Reference,None,,
25,4.84,0.1,10.95,6.19,Compound,None,,,53,3.54,0.1,6.42,10.14,Artifact,Weak,,,81,3.05,0.1,3.24,3.37,Artifact,Weak,,,109,2.34,0.1,1.52,2.36,Solvent,Weak + C13_Sat,,,137,1.15,0,2.63,0.9,Compound,None,,,,,,,,,,,
26,4.84,0,3.08,0.73,Compound,None,,,54,3.53,0.1,4.63,3.04,Artifact,Weak,,,82,3.04,0.2,3.89,9.91,Artifact,Weak,,,110,2.33,0.3,1.78,7.9,Solvent,Weak + C13_Sat,,,138,1.14,0.2,4.39,10.38,Compound,None,,,,,,,,,,,
27,4.82,0,2.27,0.66,Compound,None,,,55,3.52,0.1,3.56,2.83,Artifact,Weak,,,83,3.03,0.1,8.09,10.81,Artifact,Weak,,,111,2.33,0.5,2.01,15.36,Solvent,Weak + C13_Sat,,,139,1.11,0,4.45,2.37,Compound,None,,,,,,,,,,,
28,4.78,0.1,12.19,11.48,Compound,None,,,56,3.5,0,2.29,0.42,Artifact,Weak,,,84,3.02,0,3.62,1.64,Artifact,Weak,,,112,2.32,0.3,1.76,7.73,Solvent,Weak + C13_Sat,,,140,1.11,0.1,1.75,1.71,Compound,None,,,,,,,,,,,
