,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
12,5.45,0,0.87,0.15,Impurity,Weak,,,40,2.52,0.6,1.4,10.6,Solvent,Weak,,,68,1.78,0.3,1.33,4.61,Compound,None,,,96,1.11,0.1,97.44,174.83,Compound,None,,,124,0.05,0,0.65,0.08,Impurity,Weak,,
13,5.43,0,1.42,0.22,Impurity,Weak,,,41,2.51,25.4,1.37,457.05,Solvent,None,,,69,1.77,0,0.69,0.16,Impurity,Weak,,,97,1.09,0,1.37,0.11,Artifact,Weak,,,125,0.01,0,1.14,0.27,CS Reference,Weak,,
14,4.96,0,2.48,0.48,Impurity,Weak,,,42,2.5,59.7,1.46,1203.04,Solvent,None,,,70,1.76,0,2.02,0.28,Impurity,Weak,,,98,1.04,0,9.14,3.95,Compound,None,,,126,0,0,1.18,0.55,CS Reference,Weak,,
15,4.77,0.1,245.49,243.71,Compound,None,,,43,2.5,83,1.41,1544.07,Solvent,None,,,71,1.75,0,1.25,0.29,Impurity,None,,,99,1.04,0,1,0.07,Artifact,Weak,,,127,0,0,0.74,0.33,CS Reference,Weak,,
16,3.92,0,1.84,0.41,Artifact,Weak,,,44,2.5,55.8,1.31,930.54,Solvent,None,,,72,1.72,0,1.12,0.58,Impurity,None,,,100,1.02,0,7.57,4.48,Compound,None,,,128,-0.01,0.1,6.14,11.28,CS Reference,Weak,,
17,3.9,0,1.94,0.44,Artifact,Weak,,,45,2.49,22.2,1.2,307.06,Solvent,None,,,73,1.72,0,1.05,0.4,Impurity,None,,,101,1,0,4.63,1.86,Compound,None,,,129,-0.02,0.5,2.18,11.39,CS Reference,None,,
18,3.63,0.2,155.28,452.66,Artifact,Weak,,,46,2.38,0,184.77,78.26,Compound,None,,,74,1.64,0,2.69,0.35,Impurity,Weak,,,102,0.99,0,1.15,0.29,Impurity,Weak,,,130,-0.03,14,0.92,158.25,CS Reference,None,,
19,3.45,0.7,59.67,490.59,Artifact,Weak,,,47,2.36,0,7.53,4.29,Compound,None,,,75,1.63,0,1.74,0.25,Impurity,Weak,,,103,0.98,0,0.98,0.13,Impurity,Weak,,,131,-0.04,0.3,0.81,3.72,CS Reference,None,,
20,3.42,0.6,19.54,142.62,Artifact,Weak,,,48,2.34,0.1,1.27,2.25,Solvent,Weak + C13_Sat,,,76,1.61,0,1.02,0.1,Artifact,Weak,,,104,0.97,0,2.5,0.46,Impurity,None,,,132,-0.04,0,46.32,28.83,CS Reference,Weak,,
21,3.17,0,0.88,0.16,Artifact,Weak,,,49,2.33,0.4,1.68,8.73,Solvent,Weak + C13_Sat,,,77,1.6,0,3.18,0.65,Impurity,None,,,105,0.96,0,1.1,0.16,Impurity,Weak,,,133,-0.06,0,0.69,0.17,CS Reference,Weak,,
22,3.13,0.2,2.13,4.02,Artifact,Weak,,,50,2.33,0.5,1.22,7.51,Solvent,Weak + C13_Sat,,,78,1.58,0,2.62,1.05,Impurity,None,,,106,0.95,0,2.41,1.2,Impurity,None,,,134,-0.18,0.1,1.21,0.9,CS Reference,Weak + C13_Sat,,
23,3.11,0,58.15,15.15,Artifact,Weak,,,51,2.32,0.3,1.41,6.38,Solvent,Weak + C13_Sat,,,79,1.57,0,2.01,0.37,Impurity,None,,,107,0.92,0,2.83,0.84,Impurity,None,,,135,-1.24,0,0.75,0.07,Artifact,Weak,,
24,3.11,0,1.95,0.58,Artifact,Weak,,,52,2.32,0.1,1.16,1.74,Solvent,Weak + C13_Sat,,,80,1.53,0,4.49,1.64,Impurity,None,,,108,0.9,0,1.58,0.47,Impurity,None,,,136,-1.98,0,0.5,0.05,Artifact,Weak,,
25,3.1,0.1,2.61,1.7,Artifact,Weak,,,53,2.29,0.1,2,1.77,Impurity,None,,,81,1.52,0,1.41,0.25,Impurity,Weak,,,109,0.88,0,1.09,0.29,Impurity,Weak,,,,,,,,,,,
26,3.07,0,3.17,0.47,Artifact,Weak,,,54,2.26,0,1.71,0.27,Impurity,Weak,,,82,1.48,0,13.37,2.27,Compound,None,,,110,0.87,0,2.68,0.69,Compound,None,,,,,,,,,,,
27,3.05,0,2.4,0.27,Artifact,Weak,,,55,2.26,0,0.55,0.06,Artifact,Weak,,,83,1.43,0,17.14,1.88,Impurity,None,,,111,0.85,0.1,34.93,53.9,Compound,None,,,,,,,,,,,
28,3.04,0,2.36,0.34,Artifact,Weak,,,56,2.24,0,2.08,0.18,Artifact,Weak,,,84,1.33,0,0.99,0.17,Impurity,Weak,,,112,0.85,0.1,2.64,2.39,Compound,None,,,,,,,,,,,
