,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
12,5.69,0,1.46,0.11,Artifact,Weak,,,38,3.4,0.1,25.57,29.85,Artifact,Weak,,,64,2.33,0.3,1.14,4.94,Solvent,Weak + C13_Sat,,,90,1.64,0,5.22,0.44,Artifact,Weak,,,116,0.85,0,6.34,1.95,Compound,None,,
13,5.45,0,0.86,0.36,Impurity,None,,,39,3.25,0.1,106.3,72.62,Artifact,Weak,,,65,2.33,0.5,1.28,8.13,Solvent,Weak + C13_Sat,,,91,1.62,0,1.34,0.13,Artifact,Weak,,,117,0.83,0.1,40.63,26.82,Compound,None,,
14,5.43,0,0.78,0.32,Impurity,None,,,40,3.13,0.3,1.96,6.31,Artifact,Weak,,,66,2.32,0.3,1.14,4.77,Solvent,Weak + C13_Sat,,,92,1.5,0,9.35,2.51,Compound,None,,,118,0.36,0,0.87,0.07,Artifact,Weak,,
15,5.4,0,12.56,3.11,Compound,None,,,41,3.11,0.2,1.85,3.62,Artifact,Weak,,,67,2.32,0.1,1.11,1.69,Solvent,Weak + C13_Sat,,,93,1.47,0,12.27,3.12,Compound,None,,,119,0.12,0.1,1.01,0.83,CS Reference,Weak + C13_Sat,,
16,5.32,0,7.23,1.16,Compound,None,,,42,3.1,0.2,2.21,4.39,Artifact,Weak,,,68,2.29,0.1,0.91,0.76,Impurity,None,,,94,1.3,0,1.15,0.13,Impurity,Weak,,,120,0.08,0,2.34,0.87,Compound,None,,
17,5.11,0,3.07,0.41,Impurity,Weak,,,43,3.09,0,1.76,0.67,Artifact,Weak,,,69,2.26,0,1.53,0.08,Artifact,Weak,,,95,1.28,0,0.86,0.13,Impurity,Weak,,,121,0.07,0.7,1.26,10.98,Compound,None,,
18,5.1,0,2.2,0.32,Impurity,None,,,44,3.04,0,1.25,0.12,Artifact,Weak,,,70,2.23,0,2.08,0.16,Impurity,Weak,,,96,1.26,0,1.2,0.28,Compound,None,,,122,0.06,0,0.77,0.19,Impurity,None,,
19,4.89,0.1,265.79,191.42,Compound,None,,,45,3.03,0,0.94,0.12,Artifact,Weak,,,71,2.22,0,2.39,0.17,Artifact,Weak,,,97,1.25,0,11.22,5.96,Compound,None,,,123,0.05,0,0.79,0.11,Impurity,Weak,,
20,4.87,0,2.31,0.48,Impurity,None,,,46,3.02,0,1.31,0.11,Artifact,Weak,,,72,2.19,0,4.07,0.51,Impurity,None,,,98,1.23,0.2,2.8,6.28,Compound,None,,,124,0,0,0.61,0.1,CS Reference,Weak,,
21,4.86,0,1.25,0.12,Impurity,Weak,,,47,3,0,0.83,0.06,Artifact,Weak,,,73,2.17,0,4.38,1.08,Impurity,None,,,99,1.15,0.1,1.74,1.52,Compound,None,,,125,-0.01,0,1.03,0.28,CS Reference,Weak,,
22,4.86,0,0.89,0.1,Impurity,Weak,,,48,2.68,0.2,1.2,2.28,Solvent,Weak + C13_Sat,,,74,2.16,0,4.85,0.43,Impurity,Weak,,,100,1.15,0.2,1.86,4,Compound,None,,,126,-0.02,0.5,0.94,7.1,CS Reference,None,,
23,4.85,0,2.25,0.35,Impurity,None,,,49,2.67,0.3,1.23,5.39,Solvent,Weak + C13_Sat,,,75,2.12,0,2.66,0.43,Impurity,None,,,101,1.14,0.1,1.76,1.84,Compound,None,,,127,-0.03,15.4,0.85,150.64,CS Reference,None,,
24,4.8,0,11,3.51,Compound,None,,,50,2.67,0.5,1.31,8.44,Solvent,Weak + C13_Sat,,,76,2.09,0,1.33,0.26,Impurity,None,,,102,1.12,0.1,103.79,158.49,Compound,None,,,128,-0.04,0.4,0.65,3.57,CS Reference,None,,
25,4.77,0,7.91,2.08,Compound,None,,,51,2.66,0.3,1.23,5.35,Solvent,Weak + C13_Sat,,,77,2.04,0,2.07,0.19,Artifact,Weak,,,103,1.11,0,1.63,0.64,Compound,None,,,129,-0.06,0,0.66,0.08,CS Reference,Weak,,
26,4.74,0,19.28,11.07,Compound,None,,,52,2.66,0.1,1.05,1.66,Solvent,Weak + C13_Sat,,,78,2.03,0,1.13,0.11,Artifact,Weak,,,104,1.09,0,2.25,0.76,Impurity,None,,,130,-0.18,0.1,1.03,0.89,CS Reference,Weak + C13_Sat,,
