"Core","cum","max","mean","median","sd","cv","se","n","Core_assignment","coreID","Site","location","drying","length","replicate"
"4",2.15679265421569e-05,6.73997704442403e-07,6.73997704442403e-07,6.73997704442403e-07,0,0,0,32,"CPCRW_150d_up_CW_r4","C4","CPCRW","upland","constant weight","150 day",4
"44",9.28360976725843e-05,2.21704601747528e-06,1.0670815824435e-06,9.05652219289905e-07,8.85573639173548e-07,0.829902468324571,9.49434599079883e-08,87,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3
"50",4.63431766301443e-05,1.18878731521849e-06,7.99020286726626e-07,7.99020286726626e-07,3.93171171976086e-07,0.492066570157816,5.16259040954563e-08,58,"CPCRW_30d_low_FAD_r1","C50","CPCRW","lowland","forced","30 day",1
"52",4.45235685654062e-05,1.49413210318803e-06,8.90471371308125e-07,8.90471371308125e-07,6.0978942435474e-07,0.684793968680816,8.62372474114155e-08,50,"CPCRW_90d_low_FAD_r3","C52","CPCRW","lowland","forced","90 day",3
"53",0.319096279996103,0.000498723518446327,0.000175617105116182,0.00014520838061913,0.000109712590131502,0.624726105460628,2.57382493809844e-06,1817,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4
"55",0.000574201802748865,1.41426724481157e-05,5.98126877863401e-06,2.91334497055526e-06,5.86053213885417e-06,0.979814209284303,5.98138056723936e-07,96,"CPCRW_150d_low_CW_r4","C55","CPCRW","lowland","constant weight","150 day",4
"56",9.48973964088808e-05,2.37022633461757e-06,1.58162327348135e-06,1.58162327348135e-06,7.95258057275184e-07,0.50281130191308,1.02667373725468e-07,60,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4
"6",3.60465025184029e-05,6.50837349196296e-07,6.21491422731084e-07,6.21491422731084e-07,2.96022276324802e-08,0.0476309512082984,3.88696291512249e-09,58,"CPCRW_30d_up_FAD_r1","C6","CPCRW","upland","forced","30 day",1
"60",0.000291805548072263,4.81743733842729e-06,3.13769406529315e-06,2.91986097246741e-06,1.29879238623148e-06,0.41393212952077,1.3467849660057e-07,93,"CPCRW_150d_low_CW_r1","C60","CPCRW","lowland","constant weight","150 day",1
"61",0.136747276102403,0.000150667628331807,6.06149273503558e-05,5.61593285206164e-05,3.2656886814801e-05,0.538759811193757,6.87551499178413e-07,2256,"CPCRW_90d_low_CW_r2","C61","CPCRW","lowland","constant weight","90 day",2
"62",0.000154145981651053,3.55662000959914e-06,2.48622551050086e-06,2.48622551050086e-06,1.07913255836094e-06,0.434044520017632,1.3704997196188e-07,62,"CPCRW_150d_low_CW_r2","C62","CPCRW","lowland","constant weight","150 day",2
"64",0.138387758415129,0.000145939927568539,6.78371364780046e-05,6.40052715934511e-05,4.20676848245063e-05,0.620127661758633,9.31394197019798e-07,2040,"CPCRW_90d_low_CW_r3","C64","CPCRW","lowland","constant weight","90 day",3
"71",0.000123775836721847,2.71494271079458e-06,1.65034448962462e-06,1.20394261439444e-06,7.6113595956266e-07,0.461198231246728,8.78884102286812e-08,75,"CPCRW_90d_low_FAD_r4","C71","CPCRW","lowland","forced","90 day",4
"72",9.88036483982813e-06,3.29345494660938e-07,3.29345494660938e-07,3.29345494660938e-07,0,0,0,30,"CPCRW_150d_low_CW_r3","C72","CPCRW","lowland","constant weight","150 day",3
"75",3.22250940953869e-05,4.18118557974479e-07,3.83632072564129e-07,4.16582973287739e-07,4.79759799745476e-08,0.12505727076958,5.234608566025e-09,84,"CPCRW_30d_low_FAD_r2","C75","CPCRW","lowland","forced","30 day",2
"77",0.000316664929044153,6.37942641715768e-06,4.22219905392204e-06,3.86511467390011e-06,1.6462132951809e-06,0.389894761984685,1.90088337823246e-07,75,"CPCRW_90d_low_FAD_r1","C77","CPCRW","lowland","forced","90 day",1
"86",0.0747345829841385,6.68207133583094e-05,3.27783258702362e-05,3.1928586231202e-05,1.40865390131206e-05,0.429751631272652,2.9501009599745e-07,2280,"CPCRW_90d_low_CW_r1","C86","CPCRW","lowland","constant weight","90 day",1
