"formula","depth","Site","length","drying","saturation"
"C16H17O13N1","5cm-end","SR","90d","CW","instant chemistry"
"C20H17O10N1","0-5cm","CPCRW","150d","FAD","saturated"
"C20H17O10N1","0-5cm","CPCRW","150d","CW","saturated"
"C20H17O10N1","0-5cm","CPCRW","30d","CW","saturated"
"C20H17O10N1","0-5cm","CPCRW","30d","FAD","saturated"
"C20H17O10N1","0-5cm","CPCRW","90d","CW","saturated"
"C20H17O10N1","0-5cm","CPCRW","90d","FAD","saturated"
"C20H17O10N1","5cm-end","CPCRW","150d","CW","saturated"
"C20H17O10N1","5cm-end","CPCRW","150d","FAD","saturated"
"C20H17O10N1","5cm-end","CPCRW","30d","CW","saturated"
"C20H17O10N1","5cm-end","CPCRW","30d","FAD","saturated"
"C20H17O10N1","5cm-end","CPCRW","90d","CW","saturated"
"C20H17O10N1","5cm-end","CPCRW","90d","FAD","saturated"
"C20H17O10N1","0-5cm","SR","150d","CW","saturated"
"C20H17O10N1","0-5cm","SR","150d","FAD","saturated"
"C20H17O10N1","0-5cm","SR","30d","CW","saturated"
"C20H17O10N1","0-5cm","SR","30d","FAD","saturated"
"C20H17O10N1","0-5cm","SR","90d","CW","saturated"
"C20H17O10N1","0-5cm","SR","90d","FAD","saturated"
"C20H17O10N1","5cm-end","SR","150d","CW","saturated"
"C20H17O10N1","5cm-end","SR","150d","FAD","saturated"
"C20H17O10N1","5cm-end","SR","30d","CW","saturated"
"C20H17O10N1","5cm-end","SR","30d","FAD","saturated"
"C20H17O10N1","5cm-end","SR","90d","CW","saturated"
"C20H17O10N1","5cm-end","SR","90d","FAD","saturated"
"C20H17O10N1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C20H17O10N1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C20H17O10N1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C20H17O10N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C20H17O10N1","0-5cm","SR","30d","CW","instant chemistry"
"C20H17O10N1","0-5cm","SR","30d","FAD","instant chemistry"
"C20H17O10N1","0-5cm","SR","90d","CW","instant chemistry"
"C20H17O10N1","0-5cm","SR","90d","FAD","instant chemistry"
"C20H17O10N1","5cm-end","SR","30d","CW","instant chemistry"
"C20H17O10N1","5cm-end","SR","30d","FAD","instant chemistry"
"C20H17O10N1","5cm-end","SR","90d","CW","instant chemistry"
"C20H17O10N1","5cm-end","SR","90d","FAD","instant chemistry"
"C17H21O12N1","0-5cm","CPCRW","150d","FAD","saturated"
"C17H21O12N1","0-5cm","CPCRW","150d","CW","saturated"
"C17H21O12N1","0-5cm","CPCRW","30d","CW","saturated"
"C17H21O12N1","0-5cm","CPCRW","30d","FAD","saturated"
"C17H21O12N1","0-5cm","CPCRW","90d","CW","saturated"
"C17H21O12N1","0-5cm","CPCRW","90d","FAD","saturated"
"C17H21O12N1","5cm-end","CPCRW","150d","CW","saturated"
"C17H21O12N1","5cm-end","CPCRW","150d","FAD","saturated"
"C17H21O12N1","5cm-end","CPCRW","30d","CW","saturated"
"C17H21O12N1","5cm-end","CPCRW","30d","FAD","saturated"
"C17H21O12N1","5cm-end","CPCRW","90d","CW","saturated"
"C17H21O12N1","5cm-end","CPCRW","90d","FAD","saturated"
"C17H21O12N1","0-5cm","SR","150d","CW","saturated"
"C17H21O12N1","0-5cm","SR","150d","FAD","saturated"
"C17H21O12N1","0-5cm","SR","30d","CW","saturated"
"C17H21O12N1","0-5cm","SR","30d","FAD","saturated"
"C17H21O12N1","0-5cm","SR","90d","CW","saturated"
"C17H21O12N1","0-5cm","SR","90d","FAD","saturated"
"C17H21O12N1","5cm-end","SR","150d","CW","saturated"
"C17H21O12N1","5cm-end","SR","150d","FAD","saturated"
"C17H21O12N1","5cm-end","SR","30d","CW","saturated"
"C17H21O12N1","5cm-end","SR","30d","FAD","saturated"
"C17H21O12N1","5cm-end","SR","90d","CW","saturated"
"C17H21O12N1","5cm-end","SR","90d","FAD","saturated"
"C17H21O12N1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C17H21O12N1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C17H21O12N1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C17H21O12N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C17H21O12N1","0-5cm","SR","30d","CW","instant chemistry"
"C17H21O12N1","0-5cm","SR","30d","FAD","instant chemistry"
"C17H21O12N1","0-5cm","SR","90d","CW","instant chemistry"
"C17H21O12N1","0-5cm","SR","90d","FAD","instant chemistry"
"C17H21O12N1","5cm-end","SR","30d","CW","instant chemistry"
"C17H21O12N1","5cm-end","SR","30d","FAD","instant chemistry"
"C17H21O12N1","5cm-end","SR","90d","CW","instant chemistry"
"C17H21O12N1","5cm-end","SR","90d","FAD","instant chemistry"
"C14H26O12N1P1","0-5cm","SR","90d","CW","instant chemistry"
"C14H26O12N1P1","5cm-end","SR","30d","FAD","instant chemistry"
"C21H21O9N1","0-5cm","CPCRW","150d","CW","saturated"
"C21H21O9N1","0-5cm","CPCRW","30d","CW","saturated"
"C21H21O9N1","5cm-end","CPCRW","30d","FAD","saturated"
"C21H21O9N1","5cm-end","CPCRW","90d","CW","saturated"
"C21H21O9N1","0-5cm","SR","30d","CW","saturated"
"C21H21O9N1","0-5cm","SR","90d","CW","saturated"
"C21H21O9N1","0-5cm","SR","90d","FAD","saturated"
"C21H21O9N1","5cm-end","SR","150d","CW","saturated"
"C21H21O9N1","5cm-end","SR","30d","CW","saturated"
"C21H21O9N1","5cm-end","SR","30d","FAD","saturated"
"C21H21O9N1","5cm-end","SR","90d","CW","saturated"
"C21H21O9N1","5cm-end","SR","90d","FAD","saturated"
"C21H21O9N1","0-5cm","SR","90d","FAD","instant chemistry"
"C21H21O9N1","5cm-end","SR","90d","CW","instant chemistry"
"C21H21O9N1","5cm-end","SR","90d","FAD","instant chemistry"
"C18H25O11N1","0-5cm","CPCRW","150d","FAD","saturated"
"C18H25O11N1","0-5cm","CPCRW","150d","CW","saturated"
"C18H25O11N1","0-5cm","CPCRW","30d","CW","saturated"
"C18H25O11N1","0-5cm","CPCRW","30d","FAD","saturated"
"C18H25O11N1","0-5cm","CPCRW","90d","CW","saturated"
"C18H25O11N1","0-5cm","CPCRW","90d","FAD","saturated"
"C18H25O11N1","5cm-end","CPCRW","150d","CW","saturated"
"C18H25O11N1","5cm-end","CPCRW","150d","FAD","saturated"
"C18H25O11N1","5cm-end","CPCRW","30d","CW","saturated"
"C18H25O11N1","5cm-end","CPCRW","30d","FAD","saturated"
"C18H25O11N1","5cm-end","CPCRW","90d","CW","saturated"
"C18H25O11N1","5cm-end","CPCRW","90d","FAD","saturated"
"C18H25O11N1","0-5cm","SR","150d","CW","saturated"
"C18H25O11N1","0-5cm","SR","150d","FAD","saturated"
"C18H25O11N1","0-5cm","SR","30d","CW","saturated"
"C18H25O11N1","0-5cm","SR","30d","FAD","saturated"
"C18H25O11N1","0-5cm","SR","90d","CW","saturated"
"C18H25O11N1","0-5cm","SR","90d","FAD","saturated"
"C18H25O11N1","5cm-end","SR","150d","CW","saturated"
"C18H25O11N1","5cm-end","SR","150d","FAD","saturated"
"C18H25O11N1","5cm-end","SR","30d","CW","saturated"
"C18H25O11N1","5cm-end","SR","30d","FAD","saturated"
"C18H25O11N1","5cm-end","SR","90d","CW","saturated"
"C18H25O11N1","5cm-end","SR","90d","FAD","saturated"
"C18H25O11N1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C18H25O11N1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C18H25O11N1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C18H25O11N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C18H25O11N1","0-5cm","SR","30d","CW","instant chemistry"
"C18H25O11N1","0-5cm","SR","30d","FAD","instant chemistry"
"C18H25O11N1","0-5cm","SR","90d","CW","instant chemistry"
"C18H25O11N1","0-5cm","SR","90d","FAD","instant chemistry"
"C18H25O11N1","5cm-end","SR","30d","CW","instant chemistry"
"C18H25O11N1","5cm-end","SR","30d","FAD","instant chemistry"
"C18H25O11N1","5cm-end","SR","90d","CW","instant chemistry"
"C18H25O11N1","5cm-end","SR","90d","FAD","instant chemistry"
"C26H26O1N1S1P1","0-5cm","SR","30d","FAD","instant chemistry"
"C26H26O1N1S1P1","5cm-end","SR","30d","CW","instant chemistry"
"C15H30O11N1P1","0-5cm","CPCRW","150d","FAD","saturated"
"C15H30O11N1P1","0-5cm","CPCRW","150d","CW","saturated"
"C15H30O11N1P1","0-5cm","CPCRW","30d","CW","saturated"
"C15H30O11N1P1","0-5cm","CPCRW","30d","FAD","saturated"
"C15H30O11N1P1","0-5cm","CPCRW","90d","CW","saturated"
"C15H30O11N1P1","0-5cm","CPCRW","90d","FAD","saturated"
"C15H30O11N1P1","5cm-end","CPCRW","150d","CW","saturated"
"C15H30O11N1P1","5cm-end","CPCRW","150d","FAD","saturated"
"C15H30O11N1P1","5cm-end","CPCRW","30d","CW","saturated"
"C15H30O11N1P1","5cm-end","CPCRW","30d","FAD","saturated"
"C15H30O11N1P1","5cm-end","CPCRW","90d","CW","saturated"
"C15H30O11N1P1","5cm-end","CPCRW","90d","FAD","saturated"
"C15H30O11N1P1","0-5cm","SR","150d","CW","saturated"
"C15H30O11N1P1","0-5cm","SR","150d","FAD","saturated"
"C15H30O11N1P1","0-5cm","SR","30d","CW","saturated"
"C15H30O11N1P1","0-5cm","SR","30d","FAD","saturated"
"C15H30O11N1P1","0-5cm","SR","90d","CW","saturated"
"C15H30O11N1P1","0-5cm","SR","90d","FAD","saturated"
"C15H30O11N1P1","5cm-end","SR","150d","CW","saturated"
"C15H30O11N1P1","5cm-end","SR","150d","FAD","saturated"
"C15H30O11N1P1","5cm-end","SR","30d","CW","saturated"
"C15H30O11N1P1","5cm-end","SR","30d","FAD","saturated"
"C15H30O11N1P1","5cm-end","SR","90d","CW","saturated"
"C15H30O11N1P1","5cm-end","SR","90d","FAD","saturated"
"C15H30O11N1P1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C15H30O11N1P1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C15H30O11N1P1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C15H30O11N1P1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C15H30O11N1P1","0-5cm","SR","30d","CW","instant chemistry"
"C15H30O11N1P1","0-5cm","SR","30d","FAD","instant chemistry"
"C15H30O11N1P1","0-5cm","SR","90d","CW","instant chemistry"
"C15H30O11N1P1","0-5cm","SR","90d","FAD","instant chemistry"
"C15H30O11N1P1","5cm-end","SR","30d","CW","instant chemistry"
"C15H30O11N1P1","5cm-end","SR","30d","FAD","instant chemistry"
"C15H30O11N1P1","5cm-end","SR","90d","CW","instant chemistry"
"C15H30O11N1P1","5cm-end","SR","90d","FAD","instant chemistry"
"C18H29O9N3","0-5cm","CPCRW","90d","CW","instant chemistry"
"C18H29O9N3","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C18H29O9N3","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C18H29O9N3","0-5cm","SR","30d","CW","instant chemistry"
"C18H29O9N3","0-5cm","SR","30d","FAD","instant chemistry"
"C18H29O9N3","0-5cm","SR","90d","CW","instant chemistry"
"C18H29O9N3","0-5cm","SR","90d","FAD","instant chemistry"
"C18H29O9N3","5cm-end","SR","30d","CW","instant chemistry"
"C18H29O9N3","5cm-end","SR","30d","FAD","instant chemistry"
"C18H29O9N3","5cm-end","SR","90d","CW","instant chemistry"
"C18H29O9N3","5cm-end","SR","90d","FAD","instant chemistry"
"C27H30O2N1P1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C27H30O2N1P1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C27H30O2N1P1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C27H30O2N1P1","0-5cm","SR","30d","CW","instant chemistry"
"C27H30O2N1P1","0-5cm","SR","90d","CW","instant chemistry"
"C27H30O2N1P1","0-5cm","SR","90d","FAD","instant chemistry"
"C27H30O2N1P1","5cm-end","SR","30d","CW","instant chemistry"
"C27H30O2N1P1","5cm-end","SR","30d","FAD","instant chemistry"
"C27H30O2N1P1","5cm-end","SR","90d","CW","instant chemistry"
"C27H30O2N1P1","5cm-end","SR","90d","FAD","instant chemistry"
"C27H29O4N1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C27H29O4N1","0-5cm","SR","30d","FAD","instant chemistry"
"C20H33O9N1","0-5cm","CPCRW","150d","FAD","saturated"
"C20H33O9N1","0-5cm","CPCRW","150d","CW","saturated"
"C20H33O9N1","0-5cm","CPCRW","30d","CW","saturated"
"C20H33O9N1","0-5cm","CPCRW","30d","FAD","saturated"
"C20H33O9N1","0-5cm","CPCRW","90d","CW","saturated"
"C20H33O9N1","0-5cm","CPCRW","90d","FAD","saturated"
"C20H33O9N1","5cm-end","CPCRW","150d","CW","saturated"
"C20H33O9N1","5cm-end","CPCRW","150d","FAD","saturated"
"C20H33O9N1","5cm-end","CPCRW","30d","CW","saturated"
"C20H33O9N1","5cm-end","CPCRW","30d","FAD","saturated"
"C20H33O9N1","5cm-end","CPCRW","90d","CW","saturated"
"C20H33O9N1","5cm-end","CPCRW","90d","FAD","saturated"
"C20H33O9N1","0-5cm","SR","150d","CW","saturated"
"C20H33O9N1","0-5cm","SR","150d","FAD","saturated"
"C20H33O9N1","0-5cm","SR","30d","CW","saturated"
"C20H33O9N1","0-5cm","SR","30d","FAD","saturated"
"C20H33O9N1","0-5cm","SR","90d","CW","saturated"
"C20H33O9N1","0-5cm","SR","90d","FAD","saturated"
"C20H33O9N1","5cm-end","SR","150d","CW","saturated"
"C20H33O9N1","5cm-end","SR","150d","FAD","saturated"
"C20H33O9N1","5cm-end","SR","30d","CW","saturated"
"C20H33O9N1","5cm-end","SR","30d","FAD","saturated"
"C20H33O9N1","5cm-end","SR","90d","CW","saturated"
"C20H33O9N1","5cm-end","SR","90d","FAD","saturated"
"C20H33O9N1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C20H33O9N1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C20H33O9N1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C20H33O9N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C20H33O9N1","0-5cm","SR","30d","CW","instant chemistry"
"C20H33O9N1","0-5cm","SR","30d","FAD","instant chemistry"
"C20H33O9N1","0-5cm","SR","90d","CW","instant chemistry"
"C20H33O9N1","0-5cm","SR","90d","FAD","instant chemistry"
"C20H33O9N1","5cm-end","SR","30d","CW","instant chemistry"
"C20H33O9N1","5cm-end","SR","30d","FAD","instant chemistry"
"C20H33O9N1","5cm-end","SR","90d","CW","instant chemistry"
"C20H33O9N1","5cm-end","SR","90d","FAD","instant chemistry"
"C28H34O1N1P1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C28H34O1N1P1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C28H34O1N1P1","0-5cm","SR","90d","CW","instant chemistry"
"C28H34O1N1P1","0-5cm","SR","90d","FAD","instant chemistry"
"C28H34O1N1P1","5cm-end","SR","30d","FAD","instant chemistry"
"C21H37O8N1","0-5cm","CPCRW","150d","CW","saturated"
"C21H37O8N1","0-5cm","CPCRW","30d","FAD","saturated"
"C21H37O8N1","0-5cm","CPCRW","90d","FAD","saturated"
"C21H37O8N1","5cm-end","CPCRW","150d","CW","saturated"
"C21H37O8N1","5cm-end","CPCRW","150d","FAD","saturated"
"C21H37O8N1","5cm-end","CPCRW","30d","CW","saturated"
"C21H37O8N1","5cm-end","CPCRW","30d","FAD","saturated"
"C21H37O8N1","5cm-end","CPCRW","90d","FAD","saturated"
"C21H37O8N1","0-5cm","SR","150d","CW","saturated"
"C21H37O8N1","0-5cm","SR","150d","FAD","saturated"
"C21H37O8N1","0-5cm","SR","30d","CW","saturated"
"C21H37O8N1","0-5cm","SR","90d","CW","saturated"
"C21H37O8N1","0-5cm","SR","90d","FAD","saturated"
"C21H37O8N1","0-5cm","SR","30d","CW","instant chemistry"
"C21H37O8N1","0-5cm","SR","90d","CW","instant chemistry"
"C21H37O8N1","5cm-end","SR","90d","CW","instant chemistry"
"C19H4O7N4S1","0-5cm","CPCRW","150d","CW","saturated"
"C19H4O7N4S1","0-5cm","CPCRW","30d","FAD","saturated"
"C19H4O7N4S1","0-5cm","CPCRW","90d","CW","saturated"
"C19H4O7N4S1","0-5cm","CPCRW","90d","FAD","saturated"
"C19H4O7N4S1","5cm-end","CPCRW","150d","CW","saturated"
"C19H4O7N4S1","5cm-end","CPCRW","150d","FAD","saturated"
"C19H4O7N4S1","5cm-end","CPCRW","30d","CW","saturated"
"C19H4O7N4S1","5cm-end","CPCRW","30d","FAD","saturated"
"C19H4O7N4S1","5cm-end","CPCRW","90d","CW","saturated"
"C19H4O7N4S1","5cm-end","CPCRW","90d","FAD","saturated"
"C19H4O7N4S1","0-5cm","SR","150d","CW","saturated"
"C19H4O7N4S1","0-5cm","SR","150d","FAD","saturated"
"C19H4O7N4S1","0-5cm","SR","30d","CW","saturated"
"C19H4O7N4S1","0-5cm","SR","30d","FAD","saturated"
"C19H4O7N4S1","0-5cm","SR","90d","CW","saturated"
"C19H4O7N4S1","0-5cm","SR","90d","FAD","saturated"
"C19H4O7N4S1","5cm-end","SR","150d","CW","saturated"
"C19H4O7N4S1","5cm-end","SR","150d","FAD","saturated"
"C19H4O7N4S1","5cm-end","SR","30d","CW","saturated"
"C19H4O7N4S1","5cm-end","SR","30d","FAD","saturated"
"C19H4O7N4S1","5cm-end","SR","90d","CW","saturated"
"C19H4O7N4S1","5cm-end","SR","90d","FAD","saturated"
"C19H4O7N4S1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C19H4O7N4S1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C19H4O7N4S1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C19H4O7N4S1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C19H4O7N4S1","0-5cm","SR","30d","CW","instant chemistry"
"C19H4O7N4S1","0-5cm","SR","30d","FAD","instant chemistry"
"C19H4O7N4S1","0-5cm","SR","90d","CW","instant chemistry"
"C19H4O7N4S1","0-5cm","SR","90d","FAD","instant chemistry"
"C19H4O7N4S1","5cm-end","SR","30d","CW","instant chemistry"
"C19H4O7N4S1","5cm-end","SR","30d","FAD","instant chemistry"
"C19H4O7N4S1","5cm-end","SR","90d","CW","instant chemistry"
"C19H4O7N4S1","5cm-end","SR","90d","FAD","instant chemistry"
"C18H8O13","0-5cm","CPCRW","150d","CW","saturated"
"C18H8O13","0-5cm","CPCRW","30d","FAD","saturated"
"C18H8O13","5cm-end","CPCRW","150d","CW","saturated"
"C18H8O13","5cm-end","CPCRW","150d","FAD","saturated"
"C18H8O13","5cm-end","CPCRW","30d","CW","saturated"
"C18H8O13","5cm-end","CPCRW","30d","FAD","saturated"
"C18H8O13","5cm-end","CPCRW","90d","CW","saturated"
"C18H8O13","5cm-end","CPCRW","90d","FAD","saturated"
"C18H8O13","5cm-end","SR","150d","CW","saturated"
"C18H8O13","5cm-end","SR","150d","FAD","saturated"
"C18H8O13","5cm-end","SR","30d","CW","saturated"
"C18H8O13","5cm-end","SR","30d","FAD","saturated"
"C18H8O13","5cm-end","CPCRW","90d","CW","instant chemistry"
"C15H12O15","0-5cm","CPCRW","150d","CW","saturated"
"C15H12O15","0-5cm","CPCRW","30d","CW","saturated"
"C15H12O15","0-5cm","CPCRW","30d","FAD","saturated"
"C15H12O15","0-5cm","CPCRW","90d","CW","saturated"
"C15H12O15","5cm-end","CPCRW","150d","CW","saturated"
"C15H12O15","5cm-end","CPCRW","150d","FAD","saturated"
"C15H12O15","5cm-end","CPCRW","30d","CW","saturated"
"C15H12O15","5cm-end","CPCRW","30d","FAD","saturated"
"C15H12O15","5cm-end","CPCRW","90d","CW","saturated"
"C15H12O15","5cm-end","CPCRW","90d","FAD","saturated"
"C15H12O15","5cm-end","SR","150d","CW","saturated"
"C15H12O15","5cm-end","SR","150d","FAD","saturated"
"C15H12O15","5cm-end","SR","30d","CW","saturated"
"C15H12O15","5cm-end","SR","30d","FAD","saturated"
"C15H12O15","5cm-end","SR","90d","CW","saturated"
"C15H12O15","5cm-end","SR","90d","FAD","saturated"
"C15H12O15","0-5cm","CPCRW","90d","CW","instant chemistry"
"C15H12O15","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C15H12O15","5cm-end","CPCRW","90d","CW","instant chemistry"
"C15H12O15","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C15H12O15","5cm-end","SR","30d","FAD","instant chemistry"
"C15H12O15","5cm-end","SR","90d","CW","instant chemistry"
"C19H12O12","0-5cm","CPCRW","150d","FAD","saturated"
"C19H12O12","0-5cm","CPCRW","150d","CW","saturated"
"C19H12O12","0-5cm","CPCRW","30d","CW","saturated"
"C19H12O12","0-5cm","CPCRW","30d","FAD","saturated"
"C19H12O12","0-5cm","CPCRW","90d","CW","saturated"
"C19H12O12","0-5cm","CPCRW","90d","FAD","saturated"
"C19H12O12","5cm-end","CPCRW","150d","CW","saturated"
"C19H12O12","5cm-end","CPCRW","150d","FAD","saturated"
"C19H12O12","5cm-end","CPCRW","30d","CW","saturated"
"C19H12O12","5cm-end","CPCRW","30d","FAD","saturated"
"C19H12O12","5cm-end","CPCRW","90d","CW","saturated"
"C19H12O12","5cm-end","CPCRW","90d","FAD","saturated"
"C19H12O12","0-5cm","SR","150d","CW","saturated"
"C19H12O12","0-5cm","SR","150d","FAD","saturated"
"C19H12O12","0-5cm","SR","30d","CW","saturated"
"C19H12O12","0-5cm","SR","30d","FAD","saturated"
"C19H12O12","0-5cm","SR","90d","CW","saturated"
"C19H12O12","0-5cm","SR","90d","FAD","saturated"
"C19H12O12","5cm-end","SR","150d","CW","saturated"
"C19H12O12","5cm-end","SR","150d","FAD","saturated"
"C19H12O12","5cm-end","SR","30d","CW","saturated"
"C19H12O12","5cm-end","SR","30d","FAD","saturated"
"C19H12O12","5cm-end","SR","90d","CW","saturated"
"C19H12O12","5cm-end","SR","90d","FAD","saturated"
"C19H12O12","0-5cm","CPCRW","90d","CW","instant chemistry"
"C19H12O12","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C19H12O12","5cm-end","CPCRW","90d","CW","instant chemistry"
"C19H12O12","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C19H12O12","0-5cm","SR","30d","CW","instant chemistry"
"C19H12O12","0-5cm","SR","30d","FAD","instant chemistry"
"C19H12O12","0-5cm","SR","90d","CW","instant chemistry"
"C19H12O12","0-5cm","SR","90d","FAD","instant chemistry"
"C19H12O12","5cm-end","SR","30d","CW","instant chemistry"
"C19H12O12","5cm-end","SR","30d","FAD","instant chemistry"
"C19H12O12","5cm-end","SR","90d","CW","instant chemistry"
"C19H12O12","5cm-end","SR","90d","FAD","instant chemistry"
"C16H17O12P1","0-5cm","CPCRW","150d","FAD","saturated"
"C16H17O12P1","0-5cm","CPCRW","150d","CW","saturated"
"C16H17O12P1","0-5cm","CPCRW","30d","CW","saturated"
"C16H17O12P1","0-5cm","CPCRW","30d","FAD","saturated"
"C16H17O12P1","0-5cm","CPCRW","90d","CW","saturated"
"C16H17O12P1","0-5cm","CPCRW","90d","FAD","saturated"
"C16H17O12P1","5cm-end","CPCRW","30d","FAD","saturated"
"C16H17O12P1","5cm-end","CPCRW","90d","CW","saturated"
"C16H17O12P1","0-5cm","SR","150d","CW","saturated"
"C16H17O12P1","0-5cm","SR","150d","FAD","saturated"
"C16H17O12P1","0-5cm","SR","30d","CW","saturated"
"C16H17O12P1","0-5cm","SR","30d","FAD","saturated"
"C16H17O12P1","0-5cm","SR","90d","CW","saturated"
"C16H17O12P1","0-5cm","SR","90d","FAD","saturated"
"C16H17O12P1","5cm-end","SR","150d","CW","saturated"
"C16H17O12P1","5cm-end","SR","150d","FAD","saturated"
"C16H17O12P1","5cm-end","SR","30d","CW","saturated"
"C16H17O12P1","5cm-end","SR","90d","CW","saturated"
"C16H17O12P1","5cm-end","SR","90d","FAD","saturated"
"C16H17O12P1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C16H17O12P1","0-5cm","SR","30d","CW","instant chemistry"
"C16H17O12P1","0-5cm","SR","30d","FAD","instant chemistry"
"C16H17O12P1","0-5cm","SR","90d","CW","instant chemistry"
"C16H17O12P1","0-5cm","SR","90d","FAD","instant chemistry"
"C16H17O12P1","5cm-end","SR","30d","CW","instant chemistry"
"C16H17O12P1","5cm-end","SR","30d","FAD","instant chemistry"
"C16H17O12P1","5cm-end","SR","90d","CW","instant chemistry"
"C16H17O12P1","5cm-end","SR","90d","FAD","instant chemistry"
"C16H16O14","0-5cm","CPCRW","150d","FAD","saturated"
"C16H16O14","0-5cm","CPCRW","150d","CW","saturated"
"C16H16O14","0-5cm","CPCRW","30d","CW","saturated"
"C16H16O14","0-5cm","CPCRW","30d","FAD","saturated"
"C16H16O14","0-5cm","CPCRW","90d","CW","saturated"
"C16H16O14","0-5cm","CPCRW","90d","FAD","saturated"
"C16H16O14","5cm-end","CPCRW","150d","CW","saturated"
"C16H16O14","5cm-end","CPCRW","150d","FAD","saturated"
"C16H16O14","5cm-end","CPCRW","30d","CW","saturated"
"C16H16O14","5cm-end","CPCRW","30d","FAD","saturated"
"C16H16O14","5cm-end","CPCRW","90d","CW","saturated"
"C16H16O14","5cm-end","CPCRW","90d","FAD","saturated"
"C16H16O14","0-5cm","SR","150d","CW","saturated"
"C16H16O14","0-5cm","SR","150d","FAD","saturated"
"C16H16O14","0-5cm","SR","30d","CW","saturated"
"C16H16O14","0-5cm","SR","30d","FAD","saturated"
"C16H16O14","0-5cm","SR","90d","CW","saturated"
"C16H16O14","0-5cm","SR","90d","FAD","saturated"
"C16H16O14","5cm-end","SR","150d","CW","saturated"
"C16H16O14","5cm-end","SR","150d","FAD","saturated"
"C16H16O14","5cm-end","SR","30d","CW","saturated"
"C16H16O14","5cm-end","SR","30d","FAD","saturated"
"C16H16O14","5cm-end","SR","90d","CW","saturated"
"C16H16O14","5cm-end","SR","90d","FAD","saturated"
"C16H16O14","0-5cm","CPCRW","90d","CW","instant chemistry"
"C16H16O14","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C16H16O14","5cm-end","CPCRW","90d","CW","instant chemistry"
"C16H16O14","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C16H16O14","0-5cm","SR","30d","CW","instant chemistry"
"C16H16O14","0-5cm","SR","30d","FAD","instant chemistry"
"C16H16O14","0-5cm","SR","90d","CW","instant chemistry"
"C16H16O14","0-5cm","SR","90d","FAD","instant chemistry"
"C16H16O14","5cm-end","SR","30d","CW","instant chemistry"
"C16H16O14","5cm-end","SR","30d","FAD","instant chemistry"
"C16H16O14","5cm-end","SR","90d","CW","instant chemistry"
"C16H16O14","5cm-end","SR","90d","FAD","instant chemistry"
"C20H16O11","0-5cm","CPCRW","150d","FAD","saturated"
"C20H16O11","0-5cm","CPCRW","150d","CW","saturated"
"C20H16O11","0-5cm","CPCRW","30d","CW","saturated"
"C20H16O11","0-5cm","CPCRW","30d","FAD","saturated"
"C20H16O11","0-5cm","CPCRW","90d","CW","saturated"
"C20H16O11","0-5cm","CPCRW","90d","FAD","saturated"
"C20H16O11","5cm-end","CPCRW","150d","CW","saturated"
"C20H16O11","5cm-end","CPCRW","150d","FAD","saturated"
"C20H16O11","5cm-end","CPCRW","30d","CW","saturated"
"C20H16O11","5cm-end","CPCRW","30d","FAD","saturated"
"C20H16O11","5cm-end","CPCRW","90d","CW","saturated"
"C20H16O11","5cm-end","CPCRW","90d","FAD","saturated"
"C20H16O11","0-5cm","SR","150d","CW","saturated"
