"formula","depth","Site","length","drying","saturation"
"C22H18O10","5cm-end","CPCRW","timezero","","timezero"
"C22H18O10","0-5cm","SR","timezero","","timezero"
"C22H18O10","5cm-end","SR","timezero","","timezero"
"C22H18O10","0-5cm","CPCRW","timezero","","timezero"
"C19H22O12","5cm-end","CPCRW","timezero","","timezero"
"C19H22O12","0-5cm","SR","timezero","","timezero"
"C19H22O12","5cm-end","SR","timezero","","timezero"
"C19H22O12","0-5cm","CPCRW","timezero","","timezero"
"C23H22O9","5cm-end","CPCRW","timezero","","timezero"
"C23H22O9","0-5cm","SR","timezero","","timezero"
"C23H22O9","5cm-end","SR","timezero","","timezero"
"C23H22O9","0-5cm","CPCRW","timezero","","timezero"
"C20H26O11","5cm-end","CPCRW","timezero","","timezero"
"C20H26O11","0-5cm","SR","timezero","","timezero"
"C20H26O11","5cm-end","SR","timezero","","timezero"
"C20H26O11","0-5cm","CPCRW","timezero","","timezero"
"C24H26O8","5cm-end","CPCRW","timezero","","timezero"
"C24H26O8","0-5cm","SR","timezero","","timezero"
"C21H31O8P1","5cm-end","CPCRW","timezero","","timezero"
"C21H31O8P1","0-5cm","SR","timezero","","timezero"
"C21H31O8P1","5cm-end","SR","timezero","","timezero"
"C21H31O8P1","0-5cm","CPCRW","timezero","","timezero"
"C21H30O10","5cm-end","CPCRW","timezero","","timezero"
"C21H30O10","0-5cm","SR","timezero","","timezero"
"C21H30O10","5cm-end","SR","timezero","","timezero"
"C21H30O10","0-5cm","CPCRW","timezero","","timezero"
"C18H35O10P1","5cm-end","CPCRW","timezero","","timezero"
"C18H35O10P1","0-5cm","SR","timezero","","timezero"
"C18H35O10P1","5cm-end","SR","timezero","","timezero"
"C18H35O10P1","0-5cm","CPCRW","timezero","","timezero"
"C17H34O11N2","0-5cm","SR","timezero","","timezero"
"C22H34O9","5cm-end","CPCRW","timezero","","timezero"
"C22H34O9","0-5cm","SR","timezero","","timezero"
"C22H34O9","5cm-end","SR","timezero","","timezero"
"C22H34O9","0-5cm","CPCRW","timezero","","timezero"
"C30H34O3","5cm-end","CPCRW","timezero","","timezero"
"C30H34O3","0-5cm","SR","timezero","","timezero"
"C20H43O8P1","5cm-end","CPCRW","timezero","","timezero"
"C20H43O8P1","0-5cm","SR","timezero","","timezero"
"C20H43O8P1","0-5cm","CPCRW","timezero","","timezero"
"C27H38O5","5cm-end","CPCRW","timezero","","timezero"
"C27H38O5","0-5cm","SR","timezero","","timezero"
"C27H38O5","0-5cm","CPCRW","timezero","","timezero"
"C24H42O7","0-5cm","SR","timezero","","timezero"
"C24H42O7","5cm-end","SR","timezero","","timezero"
"C24H42O7","0-5cm","CPCRW","timezero","","timezero"
"C20H13O11N1","0-5cm","CPCRW","timezero","","timezero"
"C21H17O10N1","5cm-end","CPCRW","timezero","","timezero"
"C21H17O10N1","0-5cm","SR","timezero","","timezero"
"C21H17O10N1","0-5cm","CPCRW","timezero","","timezero"
"C18H21O12N1","5cm-end","CPCRW","timezero","","timezero"
"C18H21O12N1","0-5cm","SR","timezero","","timezero"
"C18H21O12N1","5cm-end","SR","timezero","","timezero"
"C18H21O12N1","0-5cm","CPCRW","timezero","","timezero"
"C15H26O12N1P1","5cm-end","CPCRW","timezero","","timezero"
"C15H26O12N1P1","0-5cm","SR","timezero","","timezero"
"C19H25O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H25O11N1","0-5cm","SR","timezero","","timezero"
"C19H25O11N1","5cm-end","SR","timezero","","timezero"
"C19H25O11N1","0-5cm","CPCRW","timezero","","timezero"
"C24H30O1N1S2P1","5cm-end","SR","timezero","","timezero"
"C16H30O11N1P1","5cm-end","CPCRW","timezero","","timezero"
"C16H30O11N1P1","0-5cm","SR","timezero","","timezero"
"C16H30O11N1P1","5cm-end","SR","timezero","","timezero"
"C16H30O11N1P1","0-5cm","CPCRW","timezero","","timezero"
"C17H34O10N1P1","5cm-end","CPCRW","timezero","","timezero"
"C17H34O10N1P1","0-5cm","SR","timezero","","timezero"
"C17H34O10N1P1","5cm-end","SR","timezero","","timezero"
"C17H34O10N1P1","0-5cm","CPCRW","timezero","","timezero"
"C21H33O9N1","5cm-end","CPCRW","timezero","","timezero"
"C21H33O9N1","0-5cm","SR","timezero","","timezero"
"C21H33O9N1","5cm-end","SR","timezero","","timezero"
"C21H33O9N1","0-5cm","CPCRW","timezero","","timezero"
"C19H41O10N1","5cm-end","CPCRW","timezero","","timezero"
"C19H41O10N1","0-5cm","SR","timezero","","timezero"
"C19H41O10N1","0-5cm","CPCRW","timezero","","timezero"
"C16H12O15","0-5cm","CPCRW","timezero","","timezero"
"C20H12O12","5cm-end","CPCRW","timezero","","timezero"
"C20H12O12","0-5cm","SR","timezero","","timezero"
"C20H12O12","5cm-end","SR","timezero","","timezero"
"C20H12O12","0-5cm","CPCRW","timezero","","timezero"
"C17H17O12P1","0-5cm","SR","timezero","","timezero"
"C17H16O14","5cm-end","CPCRW","timezero","","timezero"
"C17H16O14","0-5cm","SR","timezero","","timezero"
"C17H16O14","5cm-end","SR","timezero","","timezero"
"C17H16O14","0-5cm","CPCRW","timezero","","timezero"
"C13H20O13N2S1","5cm-end","SR","timezero","","timezero"
"C21H16O11","5cm-end","CPCRW","timezero","","timezero"
"C21H16O11","0-5cm","SR","timezero","","timezero"
"C21H16O11","0-5cm","CPCRW","timezero","","timezero"
"C18H21O11P1","5cm-end","CPCRW","timezero","","timezero"
"C18H21O11P1","0-5cm","SR","timezero","","timezero"
"C18H21O11P1","5cm-end","SR","timezero","","timezero"
"C18H21O11P1","0-5cm","CPCRW","timezero","","timezero"
"C18H20O13","5cm-end","CPCRW","timezero","","timezero"
"C18H20O13","0-5cm","SR","timezero","","timezero"
"C18H20O13","5cm-end","SR","timezero","","timezero"
"C18H20O13","0-5cm","CPCRW","timezero","","timezero"
"C29H16O5","0-5cm","SR","timezero","","timezero"
"C29H16O5","5cm-end","SR","timezero","","timezero"
"C29H16O5","0-5cm","CPCRW","timezero","","timezero"
"C22H20O10","5cm-end","CPCRW","timezero","","timezero"
"C22H20O10","0-5cm","SR","timezero","","timezero"
"C22H20O10","5cm-end","SR","timezero","","timezero"
"C22H20O10","0-5cm","CPCRW","timezero","","timezero"
"C19H24O12","5cm-end","CPCRW","timezero","","timezero"
"C19H24O12","0-5cm","SR","timezero","","timezero"
"C19H24O12","5cm-end","SR","timezero","","timezero"
"C19H24O12","0-5cm","CPCRW","timezero","","timezero"
"C23H24O9","5cm-end","CPCRW","timezero","","timezero"
"C23H24O9","0-5cm","SR","timezero","","timezero"
"C23H24O9","5cm-end","SR","timezero","","timezero"
"C23H24O9","0-5cm","CPCRW","timezero","","timezero"
"C20H28O9S1","0-5cm","SR","timezero","","timezero"
"C20H28O11","5cm-end","CPCRW","timezero","","timezero"
"C20H28O11","0-5cm","SR","timezero","","timezero"
"C20H28O11","5cm-end","SR","timezero","","timezero"
"C20H28O11","0-5cm","CPCRW","timezero","","timezero"
"C24H28O8","0-5cm","SR","timezero","","timezero"
"C24H28O8","0-5cm","CPCRW","timezero","","timezero"
"C21H33O8P1","5cm-end","CPCRW","timezero","","timezero"
"C21H33O8P1","0-5cm","SR","timezero","","timezero"
"C21H33O8P1","5cm-end","SR","timezero","","timezero"
"C21H33O8P1","0-5cm","CPCRW","timezero","","timezero"
"C21H32O10","5cm-end","CPCRW","timezero","","timezero"
"C21H32O10","0-5cm","SR","timezero","","timezero"
"C21H32O10","5cm-end","SR","timezero","","timezero"
"C21H32O10","0-5cm","CPCRW","timezero","","timezero"
"C25H32O7","0-5cm","SR","timezero","","timezero"
"C22H36O9","5cm-end","CPCRW","timezero","","timezero"
"C22H36O9","0-5cm","SR","timezero","","timezero"
"C22H36O9","5cm-end","SR","timezero","","timezero"
"C22H36O9","0-5cm","CPCRW","timezero","","timezero"
"C26H36O6","0-5cm","SR","timezero","","timezero"
"C26H36O6","5cm-end","SR","timezero","","timezero"
"C26H36O6","0-5cm","CPCRW","timezero","","timezero"
"C23H40O8","5cm-end","CPCRW","timezero","","timezero"
"C23H40O8","0-5cm","SR","timezero","","timezero"
"C23H40O8","5cm-end","SR","timezero","","timezero"
"C23H40O8","0-5cm","CPCRW","timezero","","timezero"
"C24H44O7","5cm-end","CPCRW","timezero","","timezero"
"C24H44O7","0-5cm","SR","timezero","","timezero"
"C24H44O7","5cm-end","SR","timezero","","timezero"
"C24H44O7","0-5cm","CPCRW","timezero","","timezero"
"C20H15O11N1","5cm-end","CPCRW","timezero","","timezero"
"C20H15O11N1","0-5cm","SR","timezero","","timezero"
"C20H15O11N1","0-5cm","CPCRW","timezero","","timezero"
"C21H19O10N1","5cm-end","CPCRW","timezero","","timezero"
"C21H19O10N1","0-5cm","SR","timezero","","timezero"
"C21H19O10N1","5cm-end","SR","timezero","","timezero"
"C21H19O10N1","0-5cm","CPCRW","timezero","","timezero"
"C18H23O12N1","5cm-end","CPCRW","timezero","","timezero"
"C18H23O12N1","0-5cm","SR","timezero","","timezero"
"C18H23O12N1","5cm-end","SR","timezero","","timezero"
"C18H23O12N1","0-5cm","CPCRW","timezero","","timezero"
"C19H27O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H27O11N1","0-5cm","SR","timezero","","timezero"
"C19H27O11N1","5cm-end","SR","timezero","","timezero"
"C19H27O11N1","0-5cm","CPCRW","timezero","","timezero"
"C21H35O9N1","5cm-end","CPCRW","timezero","","timezero"
"C21H35O9N1","0-5cm","SR","timezero","","timezero"
"C21H35O9N1","5cm-end","SR","timezero","","timezero"
"C21H35O9N1","0-5cm","CPCRW","timezero","","timezero"
"C19H10O13","0-5cm","CPCRW","timezero","","timezero"
"C16H14O15","5cm-end","CPCRW","timezero","","timezero"
"C16H14O15","0-5cm","SR","timezero","","timezero"
"C16H14O15","5cm-end","SR","timezero","","timezero"
"C16H14O15","0-5cm","CPCRW","timezero","","timezero"
"C20H14O12","5cm-end","CPCRW","timezero","","timezero"
"C20H14O12","0-5cm","SR","timezero","","timezero"
"C20H14O12","5cm-end","SR","timezero","","timezero"
"C20H14O12","0-5cm","CPCRW","timezero","","timezero"
"C17H19O12P1","0-5cm","SR","timezero","","timezero"
"C17H19O12P1","5cm-end","SR","timezero","","timezero"
"C17H18O14","5cm-end","CPCRW","timezero","","timezero"
"C17H18O14","0-5cm","SR","timezero","","timezero"
"C17H18O14","5cm-end","SR","timezero","","timezero"
"C17H18O14","0-5cm","CPCRW","timezero","","timezero"
"C21H18O11","5cm-end","CPCRW","timezero","","timezero"
"C21H18O11","0-5cm","SR","timezero","","timezero"
"C21H18O11","5cm-end","SR","timezero","","timezero"
"C21H18O11","0-5cm","CPCRW","timezero","","timezero"
"C18H23O11P1","5cm-end","CPCRW","timezero","","timezero"
"C18H23O11P1","0-5cm","SR","timezero","","timezero"
"C18H23O11P1","5cm-end","SR","timezero","","timezero"
"C18H23O11P1","0-5cm","CPCRW","timezero","","timezero"
"C18H22O13","5cm-end","CPCRW","timezero","","timezero"
"C18H22O13","0-5cm","SR","timezero","","timezero"
"C18H22O13","5cm-end","SR","timezero","","timezero"
"C18H22O13","0-5cm","CPCRW","timezero","","timezero"
"C29H18O5","5cm-end","CPCRW","timezero","","timezero"
"C29H18O5","0-5cm","SR","timezero","","timezero"
"C29H18O5","5cm-end","SR","timezero","","timezero"
"C29H18O5","0-5cm","CPCRW","timezero","","timezero"
"C22H22O10","5cm-end","CPCRW","timezero","","timezero"
"C22H22O10","0-5cm","SR","timezero","","timezero"
"C22H22O10","5cm-end","SR","timezero","","timezero"
"C22H22O10","0-5cm","CPCRW","timezero","","timezero"
"C19H26O10S1","0-5cm","SR","timezero","","timezero"
"C19H27O10P1","5cm-end","CPCRW","timezero","","timezero"
"C19H27O10P1","0-5cm","SR","timezero","","timezero"
"C19H27O10P1","5cm-end","SR","timezero","","timezero"
"C19H27O10P1","0-5cm","CPCRW","timezero","","timezero"
"C19H26O12","5cm-end","CPCRW","timezero","","timezero"
"C19H26O12","0-5cm","SR","timezero","","timezero"
"C19H26O12","5cm-end","SR","timezero","","timezero"
"C19H26O12","0-5cm","CPCRW","timezero","","timezero"
"C23H26O9","5cm-end","CPCRW","timezero","","timezero"
"C23H26O9","0-5cm","SR","timezero","","timezero"
"C23H26O9","5cm-end","SR","timezero","","timezero"
"C23H26O9","0-5cm","CPCRW","timezero","","timezero"
"C20H30O11","5cm-end","CPCRW","timezero","","timezero"
"C20H30O11","0-5cm","SR","timezero","","timezero"
"C20H30O11","5cm-end","SR","timezero","","timezero"
"C20H30O11","0-5cm","CPCRW","timezero","","timezero"
"C24H30O8","0-5cm","CPCRW","timezero","","timezero"
"C21H34O10","5cm-end","CPCRW","timezero","","timezero"
"C21H34O10","0-5cm","SR","timezero","","timezero"
"C21H34O10","5cm-end","SR","timezero","","timezero"
"C21H34O10","0-5cm","CPCRW","timezero","","timezero"
"C25H34O7","5cm-end","CPCRW","timezero","","timezero"
"C25H34O7","0-5cm","SR","timezero","","timezero"
"C25H34O7","5cm-end","SR","timezero","","timezero"
"C25H34O7","0-5cm","CPCRW","timezero","","timezero"
"C22H38O9","5cm-end","CPCRW","timezero","","timezero"
"C22H38O9","0-5cm","SR","timezero","","timezero"
"C22H38O9","5cm-end","SR","timezero","","timezero"
"C22H38O9","0-5cm","CPCRW","timezero","","timezero"
"C23H42O8","5cm-end","CPCRW","timezero","","timezero"
"C23H42O8","0-5cm","SR","timezero","","timezero"
"C23H42O8","5cm-end","SR","timezero","","timezero"
"C23H42O8","0-5cm","CPCRW","timezero","","timezero"
"C19H13O12N1","5cm-end","CPCRW","timezero","","timezero"
"C19H13O12N1","0-5cm","CPCRW","timezero","","timezero"
"C20H17O11N1","5cm-end","CPCRW","timezero","","timezero"
"C20H17O11N1","0-5cm","SR","timezero","","timezero"
"C20H17O11N1","5cm-end","SR","timezero","","timezero"
"C20H17O11N1","0-5cm","CPCRW","timezero","","timezero"
"C21H21O10N1","5cm-end","CPCRW","timezero","","timezero"
"C21H21O10N1","0-5cm","SR","timezero","","timezero"
"C21H21O10N1","5cm-end","SR","timezero","","timezero"
"C19H29O11N1","5cm-end","SR","timezero","","timezero"
"C19H29O11N1","5cm-end","CPCRW","timezero","","timezero"
"C19H29O11N1","0-5cm","SR","timezero","","timezero"
"C19H29O11N1","0-5cm","CPCRW","timezero","","timezero"
"C16H33O13N1","5cm-end","SR","timezero","","timezero"
"C20H33O10N1","5cm-end","CPCRW","timezero","","timezero"
"C20H33O10N1","0-5cm","SR","timezero","","timezero"
"C20H33O10N1","5cm-end","SR","timezero","","timezero"
"C20H33O10N1","0-5cm","CPCRW","timezero","","timezero"
"C21H37O9N1","5cm-end","CPCRW","timezero","","timezero"
"C21H37O9N1","0-5cm","SR","timezero","","timezero"
"C21H37O9N1","5cm-end","SR","timezero","","timezero"
"C21H37O9N1","0-5cm","CPCRW","timezero","","timezero"
"C19H12O13","5cm-end","CPCRW","timezero","","timezero"
"C19H12O13","0-5cm","SR","timezero","","timezero"
"C19H12O13","5cm-end","SR","timezero","","timezero"
"C19H12O13","0-5cm","CPCRW","timezero","","timezero"
"C16H16O15","5cm-end","CPCRW","timezero","","timezero"
"C16H16O15","0-5cm","CPCRW","timezero","","timezero"
"C20H16O12","5cm-end","CPCRW","timezero","","timezero"
"C20H16O12","0-5cm","SR","timezero","","timezero"
"C20H16O12","5cm-end","SR","timezero","","timezero"
"C20H16O12","0-5cm","CPCRW","timezero","","timezero"
"C17H21O12P1","5cm-end","CPCRW","timezero","","timezero"
"C17H21O12P1","0-5cm","SR","timezero","","timezero"
"C17H21O12P1","5cm-end","SR","timezero","","timezero"
"C17H21O12P1","0-5cm","CPCRW","timezero","","timezero"
"C17H20O14","5cm-end","CPCRW","timezero","","timezero"
"C17H20O14","0-5cm","SR","timezero","","timezero"
"C17H20O14","0-5cm","CPCRW","timezero","","timezero"
"C21H20O11","5cm-end","CPCRW","timezero","","timezero"
"C21H20O11","0-5cm","SR","timezero","","timezero"
"C21H20O11","5cm-end","SR","timezero","","timezero"
"C21H20O11","0-5cm","CPCRW","timezero","","timezero"
"C18H25O11P1","5cm-end","CPCRW","timezero","","timezero"
"C18H25O11P1","0-5cm","SR","timezero","","timezero"
"C18H25O11P1","5cm-end","SR","timezero","","timezero"
"C18H25O11P1","0-5cm","CPCRW","timezero","","timezero"
"C18H24O13","0-5cm","SR","timezero","","timezero"
"C18H24O13","0-5cm","CPCRW","timezero","","timezero"
"C22H24O10","5cm-end","CPCRW","timezero","","timezero"
"C22H24O10","0-5cm","SR","timezero","","timezero"
"C22H24O10","5cm-end","SR","timezero","","timezero"
"C22H24O10","0-5cm","CPCRW","timezero","","timezero"
"C20H24O6N4S1","5cm-end","CPCRW","timezero","","timezero"
"C20H24O6N4S1","0-5cm","SR","timezero","","timezero"
"C20H24O6N4S1","5cm-end","SR","timezero","","timezero"
"C20H24O6N4S1","0-5cm","CPCRW","timezero","","timezero"
"C19H28O12","5cm-end","CPCRW","timezero","","timezero"
"C19H28O12","0-5cm","SR","timezero","","timezero"
"C19H28O12","5cm-end","SR","timezero","","timezero"
"C19H28O12","0-5cm","CPCRW","timezero","","timezero"
"C23H28O9","5cm-end","CPCRW","timezero","","timezero"
"C23H28O9","0-5cm","SR","timezero","","timezero"
"C23H28O9","5cm-end","SR","timezero","","timezero"
"C23H28O9","0-5cm","CPCRW","timezero","","timezero"
"C20H33O9P1","5cm-end","CPCRW","timezero","","timezero"
"C20H33O9P1","0-5cm","SR","timezero","","timezero"
"C20H33O9P1","5cm-end","SR","timezero","","timezero"
"C20H33O9P1","0-5cm","CPCRW","timezero","","timezero"
"C20H32O11","5cm-end","CPCRW","timezero","","timezero"
"C20H32O11","0-5cm","SR","timezero","","timezero"
"C20H32O11","5cm-end","SR","timezero","","timezero"
"C20H32O11","0-5cm","CPCRW","timezero","","timezero"
"C24H32O8","5cm-end","CPCRW","timezero","","timezero"
"C24H32O8","0-5cm","SR","timezero","","timezero"
"C24H32O8","0-5cm","CPCRW","timezero","","timezero"
"C21H37O8P1","5cm-end","CPCRW","timezero","","timezero"
"C21H37O8P1","0-5cm","SR","timezero","","timezero"
"C21H37O8P1","5cm-end","SR","timezero","","timezero"
"C21H37O8P1","0-5cm","CPCRW","timezero","","timezero"
"C21H36O10","5cm-end","CPCRW","timezero","","timezero"
"C21H36O10","0-5cm","SR","timezero","","timezero"
"C21H36O10","5cm-end","SR","timezero","","timezero"
"C21H36O10","0-5cm","CPCRW","timezero","","timezero"
"C25H36O7","5cm-end","CPCRW","timezero","","timezero"
"C25H36O7","0-5cm","SR","timezero","","timezero"
"C25H36O7","5cm-end","SR","timezero","","timezero"
"C25H36O7","0-5cm","CPCRW","timezero","","timezero"
"C22H40O9","5cm-end","CPCRW","timezero","","timezero"
"C22H40O9","0-5cm","SR","timezero","","timezero"
"C22H40O9","5cm-end","SR","timezero","","timezero"
"C22H40O9","0-5cm","CPCRW","timezero","","timezero"
"C24H48O7","0-5cm","SR","timezero","","timezero"
"C24H48O7","5cm-end","SR","timezero","","timezero"
"C19H15O12N1","5cm-end","CPCRW","timezero","","timezero"
"C19H15O12N1","0-5cm","SR","timezero","","timezero"
"C19H15O12N1","5cm-end","SR","timezero","","timezero"
"C19H15O12N1","0-5cm","CPCRW","timezero","","timezero"
"C20H19O11N1","5cm-end","CPCRW","timezero","","timezero"
"C20H19O11N1","0-5cm","SR","timezero","","timezero"
"C20H19O11N1","5cm-end","SR","timezero","","timezero"
"C20H19O11N1","0-5cm","CPCRW","timezero","","timezero"
"C21H23O10N1","0-5cm","SR","timezero","","timezero"
"C21H23O10N1","5cm-end","SR","timezero","","timezero"
"C21H23O10N1","0-5cm","CPCRW","timezero","","timezero"
"C18H27O12N1","5cm-end","CPCRW","timezero","","timezero"
"C18H27O12N1","0-5cm","SR","timezero","","timezero"
"C18H27O12N1","5cm-end","SR","timezero","","timezero"
"C18H27O12N1","0-5cm","CPCRW","timezero","","timezero"
"C22H27O9N1","0-5cm","SR","timezero","","timezero"
"C22H27O9N1","5cm-end","SR","timezero","","timezero"
"C21H39O9N1","0-5cm","SR","timezero","","timezero"
"C29H7O2S1P1","5cm-end","CPCRW","timezero","","timezero"
"C29H7O2S1P1","0-5cm","SR","timezero","","timezero"
"C18H10O14","0-5cm","CPCRW","timezero","","timezero"
"C19H14O13","5cm-end","CPCRW","timezero","","timezero"
"C19H14O13","0-5cm","SR","timezero","","timezero"
"C19H14O13","5cm-end","SR","timezero","","timezero"
"C19H14O13","0-5cm","CPCRW","timezero","","timezero"
"C16H19O13P1","0-5cm","SR","timezero","","timezero"
"C20H18O12","5cm-end","CPCRW","timezero","","timezero"
"C20H18O12","0-5cm","SR","timezero","","timezero"
"C20H18O12","5cm-end","SR","timezero","","timezero"
"C20H18O12","0-5cm","CPCRW","timezero","","timezero"
"C17H23O12P1","5cm-end","CPCRW","timezero","","timezero"
"C17H23O12P1","0-5cm","SR","timezero","","timezero"
"C17H23O12P1","5cm-end","SR","timezero","","timezero"
"C17H23O12P1","0-5cm","CPCRW","timezero","","timezero"
"C21H22O11","5cm-end","CPCRW","timezero","","timezero"
"C21H22O11","0-5cm","SR","timezero","","timezero"
"C21H22O11","5cm-end","SR","timezero","","timezero"
"C21H22O11","0-5cm","CPCRW","timezero","","timezero"
"C18H27O11P1","5cm-end","CPCRW","timezero","","timezero"
"C18H27O11P1","0-5cm","SR","timezero","","timezero"
"C18H27O11P1","5cm-end","SR","timezero","","timezero"
"C18H27O11P1","0-5cm","CPCRW","timezero","","timezero"
"C22H26O10","5cm-end","CPCRW","timezero","","timezero"
"C22H26O10","0-5cm","SR","timezero","","timezero"
"C22H26O10","5cm-end","SR","timezero","","timezero"
"C22H26O10","0-5cm","CPCRW","timezero","","timezero"
"C20H26O6N4S1","5cm-end","CPCRW","timezero","","timezero"
"C20H26O6N4S1","0-5cm","SR","timezero","","timezero"
"C20H26O6N4S1","5cm-end","SR","timezero","","timezero"
"C20H26O6N4S1","0-5cm","CPCRW","timezero","","timezero"
"C19H31O10P1","5cm-end","CPCRW","timezero","","timezero"
"C19H31O10P1","0-5cm","SR","timezero","","timezero"
